filename,population_size,n_generations,mutate_mode,crossover_mode,best_score,fittest,time
		 (id: 3301, score: 100, library_id: 3, scanned: True)
		 (id: 3302, score: 100, library_id: 3, scanned: True)
		 (id: 3303, score: 100, library_id: 3, scanned: True)
		 (id: 3304, score: 100, library_id: 3, scanned: True)
		 (id: 3305, score: 100, library_id: 3, scanned: True)
		 (id: 3306, score: 100, library_id: 3, scanned: True)
		 (id: 3307, score: 100, library_id: 3, scanned: True)
		 (id: 3308, score: 100, library_id: 3, scanned: True)
		 (id: 3309, score: 100, library_id: 3, scanned: True)
		 (id: 3310, score: 100, library_id: 3, scanned: True)
		 (id: 3311, score: 100, library_id: 3, scanned: True)
		 (id: 3312, score: 100, library_id: 3, scanned: True)
		 (id: 3313, score: 100, library_id: 3, scanned: True)
		 (id: 3314, score: 100, library_id: 3, scanned: True)
		 (id: 3315, score: 100, library_id: 3, scanned: True)
		 (id: 3316, score: 100, library_id: 3, scanned: True)
		 (id: 3317, score: 100, library_id: 3, scanned: True)
		 (id: 3318, score: 100, library_id: 3, scanned: True)
		 (id: 3319, score: 100, library_id: 3, scanned: True)
		 (id: 3320, score: 100, library_id: 3, scanned: True)
		 (id: 3321, score: 100, library_id: 3, scanned: True)
		 (id: 3322, score: 100, library_id: 3, scanned: True)
		 (id: 3323, score: 100, library_id: 3, scanned: True)
		 (id: 3324, score: 100, library_id: 3, scanned: True)
		 (id: 3325, score: 100, library_id: 3, scanned: True)
		 (id: 3326, score: 100, library_id: 3, scanned: True)
		 (id: 3327, score: 100, library_id: 3, scanned: True)
		 (id: 3328, score: 100, library_id: 3, scanned: True)
		 (id: 3329, score: 100, library_id: 3, scanned: True)
		 (id: 3330, score: 100, library_id: 3, scanned: True)
		 (id: 3331, score: 100, library_id: 3, scanned: True)
		 (id: 3332, score: 100, library_id: 3, scanned: True)
		 (id: 3333, score: 100, library_id: 3, scanned: True)
		 (id: 3334, score: 100, library_id: 3, scanned: True)
		 (id: 3335, score: 100, library_id: 3, scanned: True)
		 (id: 3336, score: 100, library_id: 3, scanned: True)
		 (id: 3337, score: 100, library_id: 3, scanned: True)
		 (id: 3338, score: 100, library_id: 3, scanned: True)
		 (id: 3339, score: 100, library_id: 3, scanned: True)
		 (id: 3340, score: 100, library_id: 3, scanned: True)
		 (id: 3341, score: 100, library_id: 3, scanned: True)
		 (id: 3342, score: 100, library_id: 3, scanned: True)
		 (id: 3343, score: 100, library_id: 3, scanned: True)
		 (id: 3344, score: 100, library_id: 3, scanned: True)
		 (id: 3345, score: 100, library_id: 3, scanned: True)
		 (id: 3346, score: 100, library_id: 3, scanned: True)
		 (id: 3347, score: 100, library_id: 3, scanned: True)
		 (id: 3348, score: 100, library_id: 3, scanned: True)
		 (id: 3349, score: 100, library_id: 3, scanned: True)
		 (id: 3350, score: 100, library_id: 3, scanned: True)
		 (id: 3351, score: 100, library_id: 3, scanned: True)
		 (id: 3352, score: 100, library_id: 3, scanned: True)
		 (id: 3353, score: 100, library_id: 3, scanned: True)
		 (id: 3354, score: 100, library_id: 3, scanned: True)
		 (id: 3355, score: 100, library_id: 3, scanned: True)
		 (id: 3356, score: 100, library_id: 3, scanned: True)
		 (id: 3357, score: 100, library_id: 3, scanned: True)
		 (id: 3358, score: 100, library_id: 3, scanned: True)
		 (id: 3359, score: 100, library_id: 3, scanned: True)
		 (id: 3360, score: 100, library_id: 3, scanned: True)
		 (id: 3361, score: 100, library_id: 3, scanned: True)
		 (id: 3362, score: 100, library_id: 3, scanned: True)
		 (id: 3363, score: 100, library_id: 3, scanned: True)
		 (id: 3364, score: 100, library_id: 3, scanned: True)
		 (id: 3365, score: 100, library_id: 3, scanned: True)
		 (id: 3366, score: 100, library_id: 3, scanned: True)
		 (id: 3367, score: 100, library_id: 3, scanned: True)
		 (id: 3368, score: 100, library_id: 3, scanned: True)
		 (id: 3369, score: 100, library_id: 3, scanned: True)
		 (id: 3370, score: 100, library_id: 3, scanned: True)
		 (id: 3371, score: 100, library_id: 3, scanned: True)
		 (id: 3372, score: 100, library_id: 3, scanned: True)
		 (id: 3373, score: 100, library_id: 3, scanned: True)
		 (id: 3374, score: 100, library_id: 3, scanned: True)
		 (id: 3375, score: 100, library_id: 3, scanned: True)
		 (id: 3376, score: 100, library_id: 3, scanned: True)
		 (id: 3377, score: 100, library_id: 3, scanned: True)
		 (id: 3378, score: 100, library_id: 3, scanned: True)
		 (id: 3379, score: 100, library_id: 3, scanned: True)
		 (id: 3380, score: 100, library_id: 3, scanned: True)
		 (id: 3381, score: 100, library_id: 3, scanned: True)
		 (id: 3382, score: 100, library_id: 3, scanned: True)
		 (id: 3383, score: 100, library_id: 3, scanned: True)
		 (id: 3384, score: 100, library_id: 3, scanned: True)
		 (id: 3385, score: 100, library_id: 3, scanned: True)
		 (id: 3386, score: 100, library_id: 3, scanned: True)
		 (id: 3387, score: 100, library_id: 3, scanned: True)
		 (id: 3388, score: 100, library_id: 3, scanned: True)
		 (id: 3389, score: 100, library_id: 3, scanned: True)
		 (id: 3390, score: 100, library_id: 3, scanned: True)
		 (id: 3391, score: 100, library_id: 3, scanned: True)
		 (id: 3392, score: 100, library_id: 3, scanned: True)
		 (id: 3393, score: 100, library_id: 3, scanned: True)
		 (id: 3394, score: 100, library_id: 3, scanned: True)
		 (id: 3395, score: 100, library_id: 3, scanned: True)
		 (id: 3396, score: 100, library_id: 3, scanned: True)
		 (id: 3397, score: 100, library_id: 3, scanned: True)
		 (id: 3398, score: 100, library_id: 3, scanned: True)
		 (id: 3399, score: 100, library_id: 3, scanned: True)
		 (id: 3400, score: 100, library_id: 3, scanned: True)
		 (id: 3401, score: 100, library_id: 3, scanned: True)
		 (id: 3402, score: 100, library_id: 3, scanned: True)
		 (id: 3403, score: 100, library_id: 3, scanned: True)
		 (id: 3404, score: 100, library_id: 3, scanned: True)
		 (id: 3405, score: 100, library_id: 3, scanned: True)
		 (id: 3406, score: 100, library_id: 3, scanned: True)
		 (id: 3407, score: 100, library_id: 3, scanned: True)
		 (id: 3408, score: 100, library_id: 3, scanned: True)
		 (id: 3409, score: 100, library_id: 3, scanned: True)
		 (id: 3410, score: 100, library_id: 3, scanned: True)
		 (id: 3411, score: 100, library_id: 3, scanned: True)
		 (id: 3412, score: 100, library_id: 3, scanned: True)
		 (id: 3413, score: 100, library_id: 3, scanned: True)
		 (id: 3414, score: 100, library_id: 3, scanned: True)
		 (id: 3415, score: 100, library_id: 3, scanned: True)
		 (id: 3416, score: 100, library_id: 3, scanned: True)
		 (id: 3417, score: 100, library_id: 3, scanned: True)
		 (id: 3418, score: 100, library_id: 3, scanned: True)
		 (id: 3419, score: 100, library_id: 3, scanned: True)
		 (id: 3420, score: 100, library_id: 3, scanned: True)
		 (id: 3421, score: 100, library_id: 3, scanned: True)
		 (id: 3422, score: 100, library_id: 3, scanned: True)
		 (id: 3423, score: 100, library_id: 3, scanned: True)
		 (id: 3424, score: 100, library_id: 3, scanned: True)
		 (id: 3425, score: 100, library_id: 3, scanned: True)
		 (id: 3426, score: 100, library_id: 3, scanned: True)
		 (id: 3427, score: 100, library_id: 3, scanned: True)
		 (id: 3428, score: 100, library_id: 3, scanned: True)
		 (id: 3429, score: 100, library_id: 3, scanned: True)
		 (id: 3430, score: 100, library_id: 3, scanned: True)
		 (id: 3431, score: 100, library_id: 3, scanned: True)
		 (id: 3432, score: 100, library_id: 3, scanned: True)
		 (id: 3433, score: 100, library_id: 3, scanned: True)
		 (id: 3434, score: 100, library_id: 3, scanned: True)
		 (id: 3435, score: 100, library_id: 3, scanned: True)
		 (id: 3436, score: 100, library_id: 3, scanned: True)
		 (id: 3437, score: 100, library_id: 3, scanned: True)
		 (id: 3438, score: 100, library_id: 3, scanned: True)
		 (id: 3439, score: 100, library_id: 3, scanned: True)
		 (id: 3440, score: 100, library_id: 3, scanned: True)
		 (id: 3441, score: 100, library_id: 3, scanned: True)
		 (id: 3442, score: 100, library_id: 3, scanned: True)
		 (id: 3443, score: 100, library_id: 3, scanned: True)
		 (id: 3444, score: 100, library_id: 3, scanned: True)
